 /features         INR          YP         DPE      3-mers    4-mers/1    4-mers/2    6-mers/1    6-mers/2          CG (A+C)/(G+T)     INR-TSS     REdens1     REdens2
   3.96716  -4.64537   3.41044   0.67821   0.63398   0.26158   0.04365   0.01945   0.30434   0.31256   0.10979   3.88823   6.62285         1
   0.30591 -18.60668   3.24703   0.66331   0.67962   0.17616   0.04358   0.01115   0.30434   0.23419   0.04000   0.98252   2.14593         1
  -0.01981  -4.56289   3.54360   0.62011   0.71362   0.20954   0.05388   0.01296   0.30434   0.32429   0.04000   0.81025   0.94053         1
   4.82467   8.16895  -6.26848   0.59325   1.27757   0.17200   0.10630   0.01113   0.15426   0.31256   0.13053   5.79369   5.68936         1
   2.24389   5.48415   3.76160   0.56993   1.12022   0.24238   0.09421   0.02392   0.15426   0.10249   0.04000   8.85655   6.96427         1
   4.39371   9.93967   2.70096   0.72216   2.01488   0.26309   0.10543   0.02817   0.04577   0.10249   0.20093  10.24426   8.75248         1
   0.54285   2.32990   3.24703   0.55376   0.58300   0.18110   0.03358   0.01005   0.30434   0.32429   0.04000   2.87506   2.34768         1
   4.42570   8.51219  -6.96884   0.69738   0.90419   0.29038   0.06341   0.02554   0.15426   0.31256   0.08696   2.10942   1.42788         1
   1.54874   8.81912   4.27361   0.67115   1.07969   0.24960   0.06065   0.02607   0.19520   0.31256   0.04000   7.14750   4.48839         1
   3.99935   7.93349   3.28355   0.65886   1.11083   0.25939   0.06987   0.02147   0.15426   0.23419   0.08696   2.28247   2.36920         1
   2.93407   8.90350   2.70096   0.69489   1.43166   0.28239   0.07808   0.02589   0.04577   0.02295   0.12538   8.72457   7.45371         1
   5.58041  -1.84606   4.10392   0.54533   0.58598   0.18624   0.03238   0.01268   0.30434   0.32429   0.10979   8.86124   9.40285         1
   3.54120  -1.99429   3.24703   0.63808   0.68776   0.24431   0.03632   0.01949   0.19025   0.31256   0.13053   1.65832   0.95488         1
   2.89530   8.76795  -6.36819   0.82485   1.59871   0.25976   0.08005   0.02399   0.09232   0.31256   0.20093   5.37128   3.96714         1
   4.46038   8.31604   3.24703   0.58531   1.96638   0.22895   0.24687   0.01916   0.09232   0.10249   0.07314   7.90493   7.57851         1
   1.06075  -6.50191   3.72507   0.57649   0.52412   0.17865   0.03061   0.01046   0.30434   0.32429   0.04000   3.13015   4.19406         1
   0.03917   0.46033   4.45508   0.56252   0.69283   0.18631   0.04216   0.01319   0.19025   0.31256   0.04000   2.16341   2.32838         1
   5.14438   6.07585   3.76160   0.68637   3.29367   0.22652   0.46833   0.02125   0.15426   0.23419   0.13246   7.51891   6.04682         1
   0.36492   4.01974   3.72507   0.61421   0.65436   0.21176   0.04854   0.01989   0.19025   0.32429   0.04000   2.19992   5.33673         1
   1.28196   5.42701   3.24703   0.58045   0.65624   0.21714   0.04584   0.01526   0.30434   0.32429   0.04000   1.24896   3.76800         1
   5.22283  10.13220   4.41855   0.66341   0.91345   0.21471   0.08744   0.01707   0.09232   0.10249   0.12538   3.21649   6.51670         1
   2.98792 -10.50953   4.41855   0.59627   0.73070   0.26234   0.05071   0.02108   0.19520   0.23419   0.12538   1.36633   0.97170         1
   2.32121   8.66797   4.10392   0.64329   0.68299   0.21214   0.03884   0.01453   0.19025   0.32429   0.04000   0.57655   5.16132         1
   3.97663   7.61048   2.35864   0.61148   0.59045   0.19996   0.03874   0.01290   0.30434   0.32429   0.14081   0.99726   1.17710         1
   3.87354  -2.85678   3.76160   0.57029   0.68953   0.18443   0.05363   0.01159   0.30434   0.31256   0.20093   2.56455   1.74113         1
  -1.48836  -7.76423   3.72507   0.57349   0.71667   0.19923   0.03883   0.01159   0.30434   0.32429   0.04000   1.04095   1.50443         1
   4.48828   7.16876   3.37392   0.56526   0.86847   0.26258   0.05012   0.02318   0.19520   0.31256   0.20093   2.66366   6.12520         1
   6.86023  -8.47598   3.24703   0.56153   1.06921   0.16324   0.05319   0.00984   0.19025   0.23419   0.08696   9.04225   5.44979         1
  -4.52675   2.43807   4.27361   0.48997   1.73720   0.19177   0.40472   0.01360   0.19520   0.31256   0.04000   8.86411   9.02465         1
   6.86023   4.14435   4.10392   0.61236   0.90650   0.23531   0.04407   0.01703   0.19520   0.31256   0.13246   8.39906  10.25561         1
   2.56844  -2.59876   3.19245   0.57941   1.23532   0.20111   0.17508   0.01395   0.19520   0.31256   0.04000   4.36424   0.00000         1
   1.38806  -9.72073   3.24703   0.51960   0.89773   0.20406   0.05466   0.01298   0.19520   0.10249   0.04000   3.10328   2.11711         1
   0.21640   8.86781   4.41855   0.75846   0.83360   0.29398   0.05906   0.02506   0.19520   0.31256   0.04000   5.47718   7.36503         1
   3.88415 -10.13523   3.54360   0.65371   0.61938   0.20556   0.03423   0.01160   0.30434   0.32429   0.13053   0.65519   1.04578         1
   4.04650   3.74856   3.28355   0.56702   0.85473   0.17666   0.06891   0.00930   0.15426   0.23419   0.13053   6.95214   6.02322         1
   5.99863   8.81389   4.06740   0.64102   2.01181   0.25048   0.12262   0.02129   0.04577   0.10249   0.12538  10.53208   9.94249         1
   1.89555  -4.44254   4.06740   0.60254   0.54830   0.16657   0.02829   0.01019   0.30434   0.32429   0.04000   6.42188   2.45709         1
   1.63219  -0.00974   4.10392   0.59497   0.91544   0.16443   0.06434   0.00975   0.09232   0.23419   0.04000   6.62559   1.47561         1
   5.58041   6.74978   4.06740   0.62326   0.87849   0.20026   0.05338   0.01428   0.30434   0.32429   0.20093   7.76408   1.16262         1
  -0.53326  -4.40788   3.19245   0.62538   0.74203   0.17457   0.05812   0.01015   0.30434   0.32429   0.04000   0.52621   0.05177         1
   1.88868  -2.21788  -6.36100   0.52872   1.23769   0.20671   0.19901   0.01369   0.30434   0.32429   0.04000   5.21596   1.71205         1
   4.14516   7.60079   4.27361   0.63515   2.35684   0.21489   0.23057   0.01492   0.04577   0.10249   0.08696   9.91223   9.81651         1
   6.22062   4.48604   2.00748   0.74137   1.50661   0.27487   0.34138   0.02349   0.15426   0.10249   0.12538   5.41849   5.71336         1
   2.06506  -6.85552   4.45508   0.57704   0.71915   0.19853   0.04333   0.01254   0.19520   0.10249   0.04000   3.37976   8.80765         1
   2.50172   7.83777   4.27361   0.61094   0.88559   0.21042   0.05551   0.01696   0.09232   0.23419   0.04000   6.37454   6.64828         1
   4.87991  -1.88677   3.41044   0.66731   1.07040   0.24970   0.05236   0.02046   0.19520   0.31256   0.12538   5.46492   5.15897         1
   3.58778   9.87644  -6.71934   0.59176   1.70734   0.28485   0.11088   0.03063   0.04577   0.10249   0.14081  10.26891   2.45070         1
  -1.05420  -1.88451   3.37392   0.59726   1.28909   0.18811   0.07900   0.01153   0.19025   0.31256   0.04000   2.52282   4.03169         1
   2.03494   6.97298   3.54360   0.65378   0.77746   0.21351   0.05488   0.01563   0.19520   0.32429   0.04000   2.81560   1.23213         1
   0.55835  -2.69158   4.45508   0.60680   0.68448   0.19899   0.04417   0.01203   0.30434   0.32429   0.04000   0.53573   0.43597         1
   0.31982  -1.60553   3.76160   0.59443   0.66847   0.19373   0.04429   0.01118   0.30434   0.31256   0.04000   2.42540   0.55516         1
   6.78873   9.87644  -6.36100   0.68711   1.13388   0.23593   0.13076   0.01820   0.09232   0.02295   0.13053   6.69027   5.11868         1
   2.63405   9.93967   3.54360   0.59616   0.84088   0.25636   0.04293   0.02537   0.19520   0.23419   0.04000   8.01734   8.62937         1
   0.25928   7.67773   4.06740   0.57006   0.60834   0.25964   0.03366   0.02179   0.19520   0.31256   0.04000   2.15101   1.20918         1
   1.26136  -2.70828   2.59007   0.57122   0.71385   0.22877   0.03723   0.01702   0.19520   0.31256   0.04000   6.59298   7.44028         1
   2.32719   8.92374   3.01559   0.67009   1.92166   0.20567   0.08473   0.01472   0.04577   0.23419   0.04000   9.13628   9.82564         1
  -0.70783   5.92586   2.51949   0.56488   0.83114   0.17704   0.05269   0.01255   0.19520   0.31256   0.04000   7.38002   5.60616         1
   2.36207   4.16640   4.23708   0.55998   0.69661   0.16754   0.04075   0.00939   0.30434   0.32429   0.04000   4.52204   6.96401         1
   6.26036  10.02253   4.10392   0.72951   1.42638   0.24701   0.09888   0.02849   0.15426   0.10249   0.20093   8.54369   9.94210         1
   6.22413   4.58622   4.23708   0.61166   0.80130   0.23187   0.07917   0.01750   0.19025   0.31256   0.13246   1.29525   1.75965         1
   3.29671  -3.70059   4.41855   0.54660   0.59857   0.17554   0.03308   0.01150   0.30434   0.32429   0.12538   1.86267   1.74478         1
   4.39371   8.32603   3.05212   0.64296   1.49865   0.24897   0.20874   0.02166   0.04577   0.10249   0.13053   6.01330   6.99127         1
   4.23783   6.89008   1.88059   0.67510   0.64773   0.19613   0.03509   0.01230   0.30434   0.32429   0.10979   5.34598   7.42750         1
  -3.77575   2.08797   3.19245   0.55064   0.62098   0.17920   0.03982   0.01107   0.30434   0.32429   0.04000   1.35407   0.30373         1
   4.05111  10.43407   3.76160   0.64007   0.93451   0.27297   0.06615   0.02614   0.09232   0.31256   0.20093   6.78351   8.85564         1
   5.60554  10.02253   4.10392   0.70673   1.25784   0.21478   0.10424   0.01641   0.19520   0.23419   0.14081   3.63302   3.09455         1
   0.75314   9.79359   3.58013   0.59432   0.97812   0.25251   0.05499   0.02177   0.15426   0.23419   0.04000   9.19027   7.87272         1
   6.36237  -0.38631   3.92246   0.65632   0.83463   0.22510   0.04982   0.02022   0.15426   0.10249   0.14081   3.64958   2.62311         1
  -0.30149   6.14908   4.27361   0.58507   0.88524   0.24935   0.04163   0.02057   0.19520   0.31256   0.04000   6.69366   2.23057         1
   1.52760   4.84889   3.01559   0.62368   0.67423   0.22776   0.03825   0.01582   0.30434   0.32429   0.04000   2.26617   1.48292         1
   0.48493  -5.54980   4.23708   0.59920   0.74247   0.23306   0.05036   0.02294   0.19025   0.31256   0.04000   1.60981   2.08386         1
   7.13946   8.92374   3.76160   0.67720   2.49044   0.30991   0.40049   0.04204   0.09232   0.02295   0.13053  13.00065  12.25952         1
   4.15834   1.75259   3.92246   0.62690   4.34202   0.21973   2.20938   0.01826   0.15426   0.10249   0.07314   5.34859   5.48840         1
   2.67856  -5.83593   3.76160   0.60002   0.65017   0.19422   0.03746   0.01146   0.30434   0.32429   0.04000   1.11229   2.82590         1
   4.82467   8.42471   3.19245   0.79287   1.26514   0.31392   0.10279   0.02919   0.09232   0.23419   0.08696   5.96570   1.27687         1
   3.72285   7.39896   3.76160   0.59417   0.98583   0.21751   0.07913   0.01455   0.15426   0.31256   0.14081  10.48409   6.67997         1
  -3.01231  -4.86685   3.88593   0.53810   0.61454   0.14902   0.03455   0.00874   0.30434   0.32429   0.04000   5.60785   1.15415         1
   5.39877   6.09184   3.72507   0.69967   1.17859   0.27140   0.08927   0.01970   0.15426   0.23419   0.13246   2.97992   3.04995         1
   3.47862   8.64774   4.45508   0.60826   1.15546   0.15794   0.07660   0.01010   0.30434   0.31256   0.07314   5.20292   3.37154         1
   5.34790   4.96275   3.37392   0.62670   2.02913   0.21487   0.21957   0.01426   0.09232   0.10249   0.20093   9.44027   7.89946         1
   5.39877   7.81195   4.10392   0.66886   1.21092   0.26677   0.19951   0.02484   0.19520   0.23419   0.10979   4.37285   5.82903         1
   6.25685   8.03365   3.41044   0.83298   1.47625   0.22680   0.09295   0.01511   0.09232   0.10249   0.13246   9.30660   9.78926         1
   7.73581   9.93967  -6.58116   0.75695   0.86481   0.31118   0.04936   0.03146   0.15426   0.02295   0.20093   8.36959   7.77921         1
   1.19822   7.39316   1.52944   0.78220   0.88390   0.22801   0.07235   0.01579   0.15426   0.10249   0.04000   6.89032   6.37520         1
   2.87852   7.51796   2.89587   0.62086   0.70824   0.25626   0.05253   0.02253   0.15426   0.23419   0.20093   7.65936   7.88224         1
   2.67879   3.03870   3.54360   0.58748   0.89986   0.18149   0.05851   0.01057   0.19520   0.31256   0.04000   6.02295   6.25991         1
   3.70764   7.24903   4.23708   0.57927   0.66304   0.22086   0.04015   0.01378   0.19025   0.31256   0.07314   6.24530   6.94523         1
   4.93468   9.38204   4.06740   0.64365   0.73861   0.27196   0.05676   0.02485   0.19025   0.32429   0.07314   7.33190   6.13107         1
   2.54542  -5.14774   4.23708   0.60757   0.71660   0.22983   0.04516   0.01704   0.19025   0.23419   0.04000   5.35524   1.96596         1
   1.16106   5.65467   4.23708   0.62694   1.04491   0.23016   0.07215   0.01938   0.19025   0.31256   0.04000   7.65975   2.23957         1
   0.90314   7.10657   2.20239   0.66644   1.65047   0.20413   0.20077   0.01317   0.19025   0.31256   0.04000   3.48474   4.11685         1
   4.36181   5.34168   3.28355   0.60717   1.29962   0.23814   0.08169   0.01637   0.15426   0.23419   0.20093   8.13563   5.10446         1
  -2.89387   4.56668   4.10392   0.55743   1.14594   0.17467   0.09388   0.01227   0.19520   0.31256   0.04000   3.29525   2.63159         1
   2.84376   6.44609   3.41044   0.60164   0.69554   0.18769   0.04344   0.01281   0.19025   0.32429   0.14081   4.67997   3.94327         1
   4.81193  -0.81560   2.20239   0.61666   0.61093   0.21409   0.03602   0.01501   0.19025   0.32429   0.07314   5.48148   0.80269         1
   3.30597   8.60163   3.37392   0.61507   0.71167   0.26049   0.06012   0.01908   0.19025   0.31256   0.13246   0.68010   0.56834         1
  -2.22196  -1.47689   3.92246   0.61046   0.59539   0.16236   0.04005   0.01031   0.30434   0.32429   0.04000   5.89880   7.34716         1
   2.29544   9.87644   3.41044   0.62850   0.78677   0.20778   0.06628   0.01595   0.19520   0.23419   0.04000   8.38497   6.97170         1
   2.47887   9.63781   2.00748   0.65531   1.09443   0.22730   0.07542   0.01610   0.19520   0.31256   0.04000   1.68193   6.10094         1
   2.91403   9.06982  -6.53787   0.64525   1.25189   0.20024   0.08335   0.01359   0.15426   0.23419   0.14081   9.72131  10.48044         1
   2.67523  -0.03489   2.70096   0.63054   1.43134   0.20138   0.10014   0.01729   0.15426   0.31256   0.04000   9.81234   7.08959         1
   5.60554   5.50860   2.70096   0.65501   1.11928   0.26544   0.08656   0.02117   0.04577   0.10249   0.12538   4.65010   7.89776         1
   3.96058   4.24632   3.22897   0.62419   0.85747   0.23680   0.04067   0.01618   0.15426   0.23419   0.13053   5.02999   3.90937         1
   3.77848   7.42623   1.97096   0.64243   0.74364   0.27464   0.04630   0.02489   0.09232   0.23419   0.13246   6.52008   7.46297         1
   3.15898   3.82452   1.78949   0.63001   0.64467   0.25053   0.03692   0.02353   0.30434   0.32429   0.07314   2.93349   7.57551         1
   2.34584  10.03222   4.06740   0.66300   0.72022   0.21864   0.04817   0.01398   0.19025   0.32429   0.04000   1.83373   2.09533         1
   1.72463  -0.65075   4.23708   0.60140   0.82399   0.18540   0.04730   0.01233   0.30434   0.31256   0.04000   7.48891   7.96310         1
   3.99233   2.49583   3.54360   0.58420   1.02290   0.15820   0.07113   0.01061   0.19025   0.23419   0.13246   7.38198   2.03273         1
  -1.83191   8.72658   3.92246   0.58874   0.59676   0.27487   0.03762   0.02953   0.30434   0.32429   0.04000   7.50235   9.87912         1
   4.53029   7.60542   4.23708   0.64003   0.74887   0.26300   0.05502   0.02282   0.15426   0.31256   0.08696   2.64358   0.76995         1
   1.19501  -8.49607   3.58013   0.58574   0.63455   0.20450   0.03917   0.01243   0.30434   0.32429   0.04000   0.06090   1.30112         1
   0.39146  -8.98187   3.37392   0.56672   0.56197   0.20010   0.03738   0.01363   0.30434   0.32429   0.04000   0.40532   6.36359         1
  -1.08240   8.74772   3.92246   0.57615   8.11987   0.21062   3.40059   0.02032   0.01474   0.02295   0.04000   8.72144   8.33334         1
  -1.91788 -10.18275   4.27361   0.57976   0.89524   0.17339   0.07398   0.01010   0.19025   0.10249   0.04000   8.45253   6.71766         1
  -4.96082  -2.99345   4.41855   0.60934   1.03983   0.16779   0.09022   0.01042   0.19025   0.23419   0.04000   3.75495   2.17567         1
   4.10146   8.14911  -6.21606   0.60170   1.01976   0.21665   0.05656   0.01746   0.19025   0.31256   0.13053   7.11502   7.89228         1
   3.30949   4.81604   4.06740   0.57690   0.76995   0.22207   0.03965   0.01614   0.15426   0.23419   0.12538   7.39854   7.10329         1
  -0.79780  -2.42365   3.37392   0.53830   0.55760   0.18660   0.03268   0.01074   0.30434   0.32429   0.04000   5.39593   6.85785         1
  -0.97725  -8.44886   3.22897   0.61591   1.63263   0.16744   0.22133   0.01040   0.19025   0.31256   0.04000   9.17292   9.18793         1
   0.37274  10.17831   4.23708   0.58416   1.41249   0.17248   0.06616   0.01078   0.19025   0.31256   0.04000   4.96479   5.73774         1
   3.47862   9.87644  -6.26848   0.67885   0.64209   0.29971   0.04987   0.02949   0.30434   0.32429   0.08696   7.42723   7.28456         1
