 /features        TATA         INR          YP         DPE      3-mers    4-mers/1    4-mers/2    6-mers/1    6-mers/2          CG (A+C)/(G+T)    TATA-TSS    TATA-INR     INR-TSS     REdens1     REdens2
  -1.24648  -0.62647  -0.33831   2.82578   0.66136   0.79798   0.16677   0.05607   0.01075   0.22443   0.32429   0.04000   0.03981   0.04000  12.11484   6.24911        -1
  -6.33324   0.30846  -7.14072   3.92569   0.64863   0.70910   0.19445   0.05300   0.01171   0.22443   0.32429   0.04000   0.03981   0.04000   4.86952   3.28582        -1
  -1.15597  -0.62470  -8.33994   3.65520   0.62846   0.67659   0.19382   0.04426   0.01166   0.22443   0.31256   0.04000   0.03981   0.04000   1.36420   0.00000        -1
  -9.69105   0.11896   6.19580   3.60644   0.74680   0.65556   0.28963   0.04245   0.02513   0.16217   0.32429   0.04000   0.03981   0.04000   4.81482   4.62325        -1
   4.74437  -1.80239   8.12322   2.45311   0.61730   0.61392   0.23852   0.03692   0.01287   0.22443   0.31256   0.08665   0.03981   0.04000   5.01705   4.10609        -1
   1.24198   0.14333 -11.50236   3.82135   0.58928   0.62799   0.18886   0.03862   0.00966   0.22443   0.31256   0.04000   0.03981   0.04000   7.56524   3.61710        -1
 -14.08267   2.31723  -9.36968   4.21921   0.66083   1.06724   0.17746   0.05967   0.01289   0.16217   0.31256   0.04000   0.03981   0.04000   5.62704   0.17405        -1
  -8.34680  -0.30171   1.39903   3.92569   0.57636   0.76358   0.21598   0.06150   0.01248   0.22443   0.31256   0.04000   0.03981   0.04000   9.88539   3.63509        -1
   2.06300   4.44211   4.02157   3.15185   0.64856   1.10189   0.22079   0.07761   0.01376   0.16217   0.32429   0.17448   0.04638   0.12783   8.55695   3.85698        -1
  -9.56713   4.44211   6.32225   2.40434   0.74011   0.84653   0.24150   0.04972   0.01681   0.16217   0.31256   0.04000   0.03981   0.12726   5.88207   5.03907        -1
 -17.69719   1.07163   3.90234   3.87693   0.59418   0.65650   0.18993   0.03786   0.01207   0.16217   0.31256   0.04000   0.03981   0.04000   2.45465   2.28037        -1
 -10.55848   1.32830   9.05838   4.38028   0.52402   0.69106   0.22703   0.05113   0.02313   0.16217   0.31256   0.04000   0.03981   0.04000   3.19370   3.75112        -1
   0.48871  -1.79596 -15.85388   3.38979   0.76680   0.66916   0.17911   0.04208   0.00969   0.22443   0.32429   0.02249   0.03981   0.04000   4.18115   3.87118        -1
 -18.98349  -0.08306  -8.30646   4.48970   0.52570   0.47330   0.21028   0.02743   0.01093   0.22443   0.32429   0.04000   0.03981   0.04000   0.48946   0.05944        -1
   4.24384   3.17748   0.54118   3.66028   0.76971   0.71993   0.27515   0.05033   0.01638   0.16217   0.32429   0.28007   0.02517   0.05854   7.57542   4.13948        -1
  -0.05875   0.08031  -3.51666   2.07828   0.76693   0.74644   0.27426   0.04939   0.01799   0.17898   0.31256   0.04000   0.03981   0.04000   7.21572   6.97206        -1
   1.64866   6.58773   5.84757   3.92569   0.64162   0.59849   0.22241   0.03655   0.01616   0.22443   0.32429   0.06084   0.06674   0.11256   2.71039   3.52096        -1
 -10.38599  -1.02104   1.86473   3.15185   0.55307   0.69415   0.20152   0.04738   0.01223   0.22443   0.32429   0.04000   0.03981   0.04000   9.30855   4.64599        -1
  -5.53987  -1.57971 -30.29093  -6.77656   0.62903   0.59784   0.18102   0.04169   0.01600   0.22443   0.31256   0.04000   0.03981   0.04000   4.53422   0.57068        -1
 -11.77725   0.67750   2.42346   3.82135   0.72524   0.68065   0.22442   0.04258   0.01227   0.22443   0.32429   0.04000   0.03981   0.04000   3.85981   4.13758        -1
  -0.28651   2.93430   8.53490   3.87693   0.67895   0.61763   0.26120   0.04248   0.02209   0.22443   0.32429   0.04000   0.03981   0.12783   4.48402   4.03007        -1
  -8.14082  -1.33461  -1.07645   3.66028   0.57482   0.64755   0.21595   0.04633   0.01598   0.22443   0.32429   0.04000   0.03981   0.04000   1.92233   0.38645        -1
 -11.26406  -3.04344  -4.63956   4.65077   0.57103   0.82398   0.23370   0.04414   0.01453   0.22443   0.31256   0.04000   0.03981   0.04000   3.01610   0.06749        -1
  -7.01394   2.30544  -6.24981   3.71586   0.56543   0.87894   0.17726   0.05871   0.01045   0.16217   0.31256   0.04000   0.03981   0.04000   6.16268   2.73218        -1
   1.24665   3.85228   4.52947   2.82578   0.77817   0.85487   0.22725   0.05950   0.01517   0.21141   0.31256   0.04000   0.03981   0.12783   6.72460   3.34715        -1
  -5.12911   2.92249  -0.87264   4.38028   0.65289   0.71186   0.23685   0.04154   0.01552   0.21141   0.31256   0.04000   0.03981   0.12783   6.10893   5.09614        -1
   0.49255  -5.48485  -5.39960   3.38979   0.65076   0.54731   0.26741   0.03121   0.01913   0.22443   0.32429   0.06084   0.03981   0.04000   5.48922   3.75870        -1
  -9.47106   5.99240   3.94947   3.92569   0.63718   0.61751   0.22913   0.03162   0.01430   0.16217   0.31256   0.04000   0.03981   0.05854   2.83448   0.10798        -1
   5.52335   3.32531  -6.42346   2.82578   0.79863   0.88597   0.19165   0.07459   0.01095   0.16217   0.32429   0.23745   0.08258   0.08823   9.38030   5.04949        -1
  -9.26711   1.10321   7.56820   2.88136   0.69236   0.72315   0.20579   0.04667   0.01596   0.16217   0.31256   0.04000   0.03981   0.04000   6.84939   2.92304        -1
   3.10955  -1.33461  -4.34457   3.66028   0.61869   0.79303   0.27540   0.04640   0.01861   0.21141   0.23419   0.04072   0.03981   0.04000   2.55150   2.49941        -1
 -13.21808   1.78245   4.32154   3.04751   0.61663   0.54738   0.17358   0.02745   0.01103   0.22443   0.32429   0.04000   0.03981   0.04000   4.38977   1.12195        -1
 -13.07185   0.37658   7.16266   3.04751   0.72524   0.91206   0.29107   0.04786   0.02972   0.22443   0.32429   0.04000   0.03981   0.04000   1.99550   0.43239        -1
  -9.32528  -2.41365   1.20211   3.04751   0.60608   0.81313   0.15473   0.06312   0.00847   0.16217   0.32429   0.04000   0.03981   0.04000   5.28747   5.65451        -1
  -7.26107  -5.12691   7.33569   4.21921   0.56611   0.55656   0.18309   0.03124   0.01137   0.16217   0.32429   0.04000   0.03981   0.04000   5.36254   0.00000        -1
   3.72267  -2.95526  -8.06368   2.88644   0.78053   0.70109   0.16197   0.05300   0.00852   0.22443   0.31256   0.01705   0.03981   0.04000   8.92280   4.09993        -1
  -2.92289   3.31363  -5.21155   3.55086   0.65176   1.50941   0.24645   0.10447   0.01720   0.22443   0.32429   0.04000   0.03981   0.12783   7.01018   4.47739        -1
   0.10640   2.91758  -6.35538   4.48970   0.59361   1.04996   0.21535   0.04554   0.01223   0.17898   0.23419   0.04000   0.03981   0.08823   3.99574   1.90954        -1
  -7.49194   0.51234  -1.66637   3.65520   0.64253   0.70569   0.28543   0.04037   0.02833   0.22443   0.32429   0.04000   0.03981   0.04000   3.07270   3.87450        -1
  -4.28342   4.43098   4.10685   3.55086   0.71038   0.61261   0.23760   0.04100   0.01679   0.22443   0.32429   0.04000   0.03981   0.11256   5.24532   4.71987        -1
  -0.33625   5.10226   5.95483   3.09627   0.59672   0.69044   0.25180   0.04878   0.01575   0.16217   0.32429   0.04000   0.03981   0.11256   2.22733   2.35259        -1
  -3.43153  -4.83238  -5.10102   2.88644   0.78750   0.71133   0.27322   0.05204   0.01569   0.22443   0.31256   0.04000   0.03981   0.04000   7.11816   3.58087        -1
  -2.52210   4.05615   3.83949   3.60644   0.69457   0.62924   0.38632   0.03516   0.04921   0.22443   0.32429   0.04000   0.03981   0.24830   2.23727   0.10537        -1
  -9.06870  -1.34549   4.67458   3.44537   0.67001   0.72505   0.20451   0.04998   0.01331   0.21141   0.32429   0.04000   0.03981   0.04000   4.80014   2.64883        -1
  -0.64787   2.02009  -7.63749   3.66028   0.63611   0.56965   0.15377   0.03153   0.00819   0.22443   0.32429   0.04000   0.03981   0.04000   5.02391   2.61757        -1
   2.80360   2.11934  -9.71807   3.92569   0.57921   1.01618   0.17013   0.07061   0.01005   0.16217   0.31256   0.28007   0.03981   0.04000   8.13521   6.54937        -1
  -8.19059   1.61834   9.15326   3.92569   0.67595   0.64488   0.18718   0.03393   0.01005   0.22443   0.32429   0.04000   0.03981   0.04000   2.87284   2.91475        -1
  -7.94074  -4.30821  -4.95743   2.88136   0.63186   0.59825   0.26244   0.03579   0.01762   0.22443   0.32429   0.04000   0.03981   0.04000   1.19678   3.66209        -1
   0.44177  -0.81433   2.51587   3.09627   0.61001   0.67260   0.27842   0.04151   0.02946   0.22443   0.32429   0.03551   0.03981   0.04000   4.17547   1.99171        -1
  -9.57336  -0.12155  -0.17598   4.48970   0.66674   0.72003   0.21668   0.04783   0.01255   0.22443   0.32429   0.04000   0.03981   0.04000   8.29221   0.30855        -1
 -12.42545   4.48586  -5.66105   4.21921   0.64610   0.60578   0.17572   0.03482   0.01559   0.22443   0.23419   0.04000   0.03981   0.08823   2.43713   0.82714        -1
  -6.99719  -1.35211  -6.57743   3.15185   0.60428   0.62067   0.16175   0.03936   0.00873   0.22443   0.31256   0.04000   0.03981   0.04000   4.99029   0.59294        -1
 -15.24827 -10.15899 -18.73348   4.48970   0.47670   0.51314   0.13157   0.02856   0.00728   0.22443   0.32429   0.04000   0.03981   0.04000   1.66706   0.07104        -1
  -3.29690   4.41205   5.38333   2.88136   0.65187   0.74542   0.21883   0.04113   0.01405   0.22443   0.32429   0.04000   0.03981   0.24830   7.02534   2.73502        -1
   2.68405  -5.13126   0.28035   4.38028   0.71646   0.70443   0.30200   0.04503   0.04139   0.21141   0.31256   0.08665   0.03981   0.04000   4.15889   4.66943        -1
 -21.39720  -1.81420  -6.34439   3.71586   0.65927   0.52096   0.29348   0.03255   0.02648   0.22443   0.32429   0.04000   0.03981   0.04000   2.02912   2.92872        -1
 -14.34893   3.81823   0.22364   3.82135   0.53266   0.56406   0.17953   0.03153   0.00874   0.22443   0.31256   0.04000   0.03981   0.24830   2.25716   1.79043        -1
  -6.96673   0.04979   4.90119   3.66028   0.69763   0.60674   0.21857   0.03520   0.01555   0.22443   0.32429   0.04000   0.03981   0.04000   0.76912   2.70732        -1
  -7.84395  -2.16278 -14.60373   4.38028   0.65592   0.84979   0.20952   0.03979   0.01312   0.22443   0.32429   0.04000   0.03981   0.04000   3.55932   1.29245        -1
  -9.89129  -1.07592   2.22469   3.66028   0.60394   0.68669   0.23391   0.04556   0.01402   0.22443   0.32429   0.04000   0.03981   0.04000   8.80701   4.62823        -1
  -7.55486  -2.33654   1.60370   3.82135   0.65793   0.82716   0.16096   0.05527   0.00824   0.16217   0.31256   0.04000   0.03981   0.04000  10.06394   1.40753        -1
 -10.52890  -9.66732  -6.64317   3.44537   0.51512   0.71179   0.19150   0.05057   0.01065   0.22443   0.32429   0.04000   0.03981   0.04000   6.69358   2.10893        -1
  -8.05783   2.02567   0.28035   2.88136   0.65137   0.59076   0.34136   0.03684   0.04386   0.22443   0.32429   0.04000   0.03981   0.04000   1.24343   0.68364        -1
   3.98658   4.56723   6.23835   2.77702   0.70287   0.74041   0.22983   0.05466   0.01448   0.22443   0.32429   0.23745   0.08258   0.08823   9.16078   6.36230        -1
  -0.41794   3.79528 -16.25407   4.65077   0.55616   0.69438   0.15078   0.04480   0.00804   0.22443   0.32429   0.04000   0.03981   0.12783   4.73763   1.10324        -1
   4.58549   3.16999   5.93406   2.32243   0.72834   0.77321   0.19503   0.05452   0.01370   0.21141   0.31256   0.01705   0.08258   0.12783   6.29245   3.08454        -1
   4.08865  -9.57752 -19.64960   3.09627   0.65240   0.89086   0.25707   0.04220   0.01526   0.22443   0.31256   0.28007   0.03981   0.04000   6.24864   4.84135        -1
  -3.17083   1.35432   1.64291   2.45311   0.86496   0.72246   0.31065   0.05592   0.02653   0.22443   0.32429   0.04000   0.03981   0.04000   4.78214   3.86100        -1
  -7.24671   2.86176   5.72420   3.38979   0.70582   1.19813   0.22888   0.04926   0.01633   0.16217   0.32429   0.04000   0.03981   0.10945   4.76178   6.04262        -1
  -1.06406  -6.20346  -6.22930   2.61595   0.47651   0.62369   0.18174   0.03326   0.01088   0.21141   0.31256   0.04000   0.03981   0.04000   2.98674   0.69027        -1
 -12.45626   2.75193   2.54370   4.48970   0.65099   0.61779   0.16312   0.03080   0.00921   0.22443   0.32429   0.04000   0.03981   0.04000   4.72910   0.85224        -1
   3.06598  -0.13415   5.15739   4.38028   0.60934   1.02369   0.16543   0.03018   0.00930   0.21141   0.31256   0.28007   0.03981   0.04000   6.09756   5.54298        -1
  -8.82994   1.16360   5.58860   3.82135   0.57696   0.64829   0.15661   0.03912   0.00754   0.22443   0.23419   0.04000   0.03981   0.04000   3.09922   0.74899        -1
  -6.06862   5.20069   8.99519   4.65077   0.61404   1.32667   0.20219   0.09556   0.01477   0.02202   0.10249   0.04000   0.03981   0.12726   7.43405   0.34383        -1
  -5.62334   7.30613   2.22997   3.92569   0.61567   0.79463   0.18962   0.04722   0.01170   0.12382   0.10249   0.04000   0.03981   0.24830  10.16860   0.07104        -1
  -3.65228  -0.63046   4.60421   4.65077   0.65826   0.82134   0.19184   0.06810   0.00989   0.21141   0.32429   0.04000   0.03981   0.04000   4.78972   1.83945        -1
 -18.16462   0.31738   3.30997   3.55086   0.59365   0.61097   0.18823   0.03992   0.01178   0.16217   0.32429   0.04000   0.03981   0.04000   5.41369   0.39545        -1
  -7.98428   1.37849   1.43141   2.18262   0.75580   0.73415   0.22261   0.05357   0.01149   0.22443   0.32429   0.04000   0.03981   0.04000   7.16528   3.95477        -1
  -0.09334  -0.35541   5.26231   2.77702   0.95390   0.69822   0.23583   0.05088   0.01898   0.22443   0.32429   0.04000   0.03981   0.04000   2.67345   1.67298        -1
  -8.85040   0.80684 -10.27198   3.82135   0.75378   0.64695   0.16681   0.04405   0.00841   0.22443   0.32429   0.04000   0.03981   0.04000   7.54203   3.65404        -1
  -2.48730   3.79625  -4.68839   2.07828   0.72176   0.73049   0.19755   0.04715   0.01048   0.22443   0.32429   0.04000   0.03981   0.24830   5.93749   3.46862        -1
  -6.63192   4.55174   2.69728   3.44537   0.58359   0.66097   0.15873   0.03846   0.00812   0.16217   0.32429   0.04000   0.03981   0.11256   3.91522   1.42198        -1
  -3.62151  -0.50039   3.74028   4.21921   0.80547   0.65103   0.40025   0.04016   0.05658   0.22443   0.32429   0.04000   0.03981   0.04000   2.52474   1.02557        -1
  -9.71221  -3.07634   4.13698   3.66028   0.87152   0.88486   0.24602   0.07317   0.01805   0.22443   0.32429   0.04000   0.03981   0.04000   9.01468   2.88634        -1
   3.28362  -2.95325  -5.71473   3.09627   0.70586   0.92100   0.16503   0.05587   0.00966   0.22443   0.32429   0.28007   0.03981   0.04000   5.64859   5.62989        -1
   0.14059   0.28050   4.12700   3.92569   0.59962   0.64270   0.16612   0.04863   0.00919   0.22443   0.32429   0.04000   0.03981   0.04000   4.26687   4.24319        -1
  -8.45516   3.64422  -6.08428   3.66028   0.60380   0.80932   0.20701   0.03757   0.01478   0.16217   0.32429   0.04000   0.03981   0.08823   3.93251   2.40398        -1
   1.27026   3.27789  -5.49146   3.66028   0.71449   1.04051   0.26322   0.08454   0.01386   0.21141   0.32429   0.03551   0.07834   0.12726   6.18470   2.23183        -1
  -0.27009   0.38924   0.51177   2.82578   0.83414   0.67495   0.30656   0.04862   0.01981   0.22443   0.32429   0.04000   0.03981   0.04000   3.55553   3.30097        -1
   1.22756   1.74912  -8.31899   3.65520   0.72128   0.65542   0.31886   0.04633   0.03214   0.22443   0.32429   0.08665   0.03981   0.04000   5.85982   5.67701        -1
  -8.27579  -0.12252  -9.34090   2.88644   0.48337   0.66539   0.19981   0.03813   0.01421   0.22443   0.32429   0.04000   0.03981   0.04000   1.92825   0.43239        -1
   6.61353  -1.87297   3.49607   3.92569   0.65586   0.74661   0.25999   0.05621   0.02318   0.22443   0.32429   0.00616   0.03981   0.04000   5.89912   4.30807        -1
  -3.77349  -4.24703   5.13233   1.35320   0.70553   0.69129   0.27841   0.04852   0.02489   0.22443   0.32429   0.04000   0.03981   0.04000   7.13095   3.71253        -1
  -5.56039   2.89988 -13.70239   3.15185   0.52304   0.70131   0.17219   0.06804   0.01412   0.22443   0.32429   0.04000   0.03981   0.12783   7.15581   3.38930        -1
  -7.24270   5.00188  -2.72950   3.66028   0.77176   0.74051   0.24553   0.06986   0.01519   0.22443   0.32429   0.04000   0.03981   0.08823   2.49917   5.35259        -1
  -0.67932   2.17872   0.14614   2.90769   0.66571   0.71739   0.18881   0.04956   0.00977   0.16217   0.32429   0.04000   0.03981   0.04000   8.50248   5.77954        -1
  -7.18877   3.61021  -3.22423   3.66028   0.61386   0.75044   0.21521   0.06189   0.01373   0.21141   0.32429   0.04000   0.03981   0.24830   4.91712   0.22164        -1
 -19.45388  -2.29505   7.64619   3.92569   0.80079   0.63765   0.22722   0.03972   0.01466   0.22443   0.32429   0.04000   0.03981   0.04000   5.48094   1.34928        -1
   3.63552  -0.36318  -6.86593   2.18769   0.70742   0.65525   0.23023   0.04448   0.01221   0.22443   0.32429   0.03551   0.03981   0.04000   4.50557   6.31376        -1
  -8.52826   1.49814  -1.71687   2.07828   0.61769   0.57541   0.16941   0.02894   0.01043   0.16217   0.32429   0.04000   0.03981   0.04000   1.66919   1.92328        -1
 -10.48252   0.95498  -2.81535   3.60644   0.58643   0.59957   0.18346   0.03609   0.01072   0.22443   0.32429   0.04000   0.03981   0.04000   3.90907   3.60691        -1
  -9.35932  -0.40197  -9.65783   4.21921   0.51411   0.87348   0.15078   0.02598   0.00802   0.22443   0.32429   0.04000   0.03981   0.04000   1.76794   0.42387        -1
 -10.76313   2.90422  -5.57670   3.87693   0.58182   1.42515   0.20373   0.14238   0.01176   0.12382   0.31256   0.04000   0.03981   0.11256   7.92209   6.54677        -1
  -9.09828   2.39686  -9.30388   3.15185   0.86372   0.88281   0.41995   0.06312   0.03485   0.06960   0.23419   0.04000   0.03981   0.04000   6.62562   0.84987        -1
  -5.95267   1.24291  -6.99245   2.88644   0.67291   0.62270   0.27974   0.03836   0.02203   0.16217   0.32429   0.04000   0.03981   0.04000   5.47596   6.33459        -1
   1.81898   5.12700 -14.43356   2.77702   0.74251   0.85932   0.29753   0.07062   0.02330   0.17898   0.23419   0.23745   0.02517   0.12783   9.01776   5.50533        -1
  -5.11020  -1.61522 -18.12602   3.44537   0.51975   0.62279   0.17128   0.04829   0.01029   0.22443   0.32429   0.04000   0.03981   0.04000   5.66232   2.09969        -1
  -2.52210   3.27775   2.70452   2.18262   0.70632   0.77670   0.20072   0.04698   0.01199   0.21141   0.32429   0.04000   0.03981   0.24830   5.92185   5.17334        -1
  -8.57120   0.71657   4.20522   2.77702   0.63753   0.67329   0.20601   0.05683   0.01136   0.22443   0.32429   0.04000   0.03981   0.04000   2.69761   0.53114        -1
 -12.26546   2.25737  -9.64702   2.61595   0.62570   0.67686   0.15490   0.04236   0.00881   0.16217   0.32429   0.04000   0.03981   0.04000   6.74520   2.13687        -1
  -0.35202   3.00146 -31.59865   3.66028   0.65524   0.68168   0.17760   0.04665   0.01436   0.22443   0.31256   0.04000   0.03981   0.12783   9.07269   5.10656        -1
 -11.57638   3.42386 -10.94824   4.65077   0.66410   0.69112   0.19675   0.05521   0.00999   0.22443   0.32429   0.04000   0.03981   0.11256   5.29718   3.89699        -1
  -8.52531   0.61640   5.32814   3.92569   0.68457   0.63012   0.23881   0.03779   0.01758   0.22443   0.31256   0.04000   0.03981   0.04000   6.11058   2.52096        -1
  -8.81170   2.86918  -0.59737   4.65077   0.67303   0.79048   0.23058   0.05070   0.01464   0.17898   0.23419   0.04000   0.03981   0.10945   4.64527   0.43239        -1
   3.69981   0.53554   3.32502   3.71586   0.61182   0.86194   0.15140   0.06600   0.00832   0.22443   0.31256   0.03551   0.03981   0.04000  10.62633   3.82193        -1
  -6.99187  -0.77975  -1.11633   2.77702   0.61286   0.69856   0.16948   0.05196   0.01079   0.22443   0.32429   0.04000   0.03981   0.04000   7.01373   4.96803        -1
  -5.44104   4.38806  -5.82358   3.82135   0.80208   0.70893   0.24428   0.04910   0.01753   0.22443   0.32429   0.04000   0.03981   0.12783   5.88776   4.92328        -1
   4.15522   2.17528  -6.27561   4.65077   0.73245   0.67400   0.30992   0.04451   0.02925   0.16217   0.32429   0.08665   0.03981   0.04000   4.41606   3.89462        -1
  -0.10447   3.93594  -3.78037   3.60644   0.69001   0.63619   0.34129   0.03665   0.04541   0.22443   0.32429   0.04000   0.03981   0.12783   4.71679   1.92328        -1
  -3.53241  -9.05052   3.50255   3.82135   0.69081   0.73569   0.19574   0.05608   0.00977   0.22443   0.32429   0.04000   0.03981   0.04000   5.07199   0.68411        -1
  -9.56713   1.72442   5.80929   4.48970   0.74304   0.78118   0.28399   0.04649   0.02070   0.16217   0.23419   0.04000   0.03981   0.04000   3.44068   4.00332        -1
   4.11942  -9.01735 -17.85091   3.55086   0.91650   1.02843   0.35654   0.07618   0.04021   0.22443   0.32429   0.06084   0.03981   0.04000   7.50035   4.91309        -1
  -7.04388  -1.97319 -18.33428   3.55086   0.62503   0.74015   0.22819   0.04624   0.01697   0.22443   0.31256   0.04000   0.03981   0.04000   6.81695   4.17949        -1
  -6.62396  -0.09093   4.19481   3.92569   0.75995   0.78598   0.29887   0.06364   0.02197   0.22443   0.32429   0.04000   0.03981   0.04000   9.04783   4.34951        -1
   2.94761   1.62614   6.46120   2.90769   0.64489   0.89368   0.25895   0.07668   0.02690   0.16217   0.32429   0.08665   0.03981   0.04000   8.99976   6.97111        -1
  -1.98818   5.29725   2.91948   3.60644   0.71834   0.63132   0.36439   0.03564   0.03519   0.21141   0.31256   0.04000   0.03981   0.12726   7.72744   3.82879        -1
   4.22034   1.02510   2.69150   2.45311   0.92637   0.95549   0.28125   0.10574   0.02315   0.22443   0.32429   0.23745   0.03981   0.04000  11.33767   7.41487        -1
   2.55044  -2.22461   3.89528   4.65077   0.58876   0.87033   0.19076   0.07313   0.01032   0.22443   0.32429   0.04000   0.03981   0.04000   9.63083   5.75373        -1
 -13.72116   4.47228   5.79339   4.48970   0.67019   1.04522   0.23920   0.04895   0.01615   0.12382   0.23419   0.04000   0.03981   0.12726   5.54108   2.27350        -1
 -12.07730   3.16299   0.84862   4.65077   0.61211   1.06626   0.15565   0.03663   0.00814   0.16217   0.31256   0.04000   0.03981   0.10945   3.54345   0.30855        -1
  -2.31293  -1.79493   2.41235   4.38028   0.60714   0.55348   0.17066   0.02501   0.00817   0.22443   0.32429   0.04000   0.03981   0.04000   2.21383   0.49633        -1
  -0.45083  -1.34090 -20.77577   3.65520   0.51501   0.54540   0.17634   0.02977   0.00918   0.22443   0.32429   0.04000   0.03981   0.04000   4.10372   5.20341        -1
  -5.44685   1.25525   2.44600   3.65520   0.62311   0.63469   0.22249   0.04952   0.01542   0.16217   0.31256   0.04000   0.03981   0.04000   6.44257   2.94719        -1
  -5.79982   1.13969  -7.27136   4.65077   0.64495   0.73679   0.21194   0.05261   0.01475   0.16217   0.31256   0.04000   0.03981   0.04000   5.19820   2.33791        -1
   5.29212   2.09693 -16.51259   3.65520   0.98147   0.81813   0.27499   0.06170   0.01871   0.22443   0.31256   0.17448   0.03981   0.04000   9.13924   6.32134        -1
   3.79688   3.47734  -8.31461   4.65077   0.70832   0.66030   0.29680   0.04982   0.02317   0.22443   0.32429   0.04000   0.03981   0.24830   4.06275   4.66896        -1
   1.52768   3.97538   2.26772   3.09627   0.89596   0.78780   0.26865   0.05540   0.01887   0.21141   0.32429   0.02249   0.06702   0.12783  10.35330   4.60668        -1
  -8.46573  -0.67941  -8.86376   3.87693   0.52931   0.72971   0.15548   0.05163   0.00792   0.21141   0.32429   0.04000   0.03981   0.04000   4.63865   2.79304        -1
   0.51898  -3.11557   4.31959   3.82135   0.67893   0.62403   0.29393   0.03481   0.03212   0.22443   0.32429   0.04000   0.03981   0.04000   2.47999   2.29008        -1
  -8.15182   0.68649  -2.04264   4.21921   0.65817   0.66312   0.19092   0.04818   0.01110   0.22443   0.32429   0.04000   0.03981   0.04000   4.37106   0.51125        -1
  -8.72275  -0.02423  -8.62516   3.66028   0.62875   0.66230   0.21679   0.04184   0.01343   0.22443   0.32429   0.04000   0.03981   0.04000   5.57566   5.64978        -1
  -0.68276  -0.86157  -1.08977   3.55086   0.60341   0.58314   0.22413   0.03557   0.01339   0.22443   0.32429   0.04000   0.03981   0.04000   3.43239   4.35212        -1
  -2.71207   3.09326   7.33569   2.88136   0.66794   0.88676   0.27265   0.04916   0.02109   0.21141   0.31256   0.04000   0.03981   0.08823   5.15676   3.33341        -1
 -10.63393   2.72245   6.50947   3.82135   0.58629   1.11280   0.17392   0.06308   0.01018   0.12382   0.23419   0.04000   0.03981   0.04000   6.00284   0.91854        -1
  -9.05519   2.38966  -1.63320   4.48970   0.60952   0.58872   0.17688   0.03372   0.00916   0.22443   0.32429   0.04000   0.03981   0.04000   1.89462   1.92328        -1
 -17.17112  -3.92555   1.53691   3.04751   0.59196   0.62943   0.20364   0.04700   0.01224   0.22443   0.32429   0.04000   0.03981   0.04000   1.86076   0.26474        -1
  -9.10419   0.06110   0.53128   3.55086   0.74355   0.68630   0.22210   0.04480   0.01521   0.22443   0.32429   0.04000   0.03981   0.04000   5.00497   1.92328        -1
  -8.70193 -10.78314  -4.61548   4.48970   0.64932   0.61377   0.21887   0.03193   0.01284   0.22443   0.32429   0.04000   0.03981   0.04000   2.90196   2.13663        -1
  -0.44972   1.13403  -5.72979   2.88136   0.76431   0.72078   0.27800   0.05030   0.02613   0.22443   0.32429   0.04000   0.03981   0.04000   4.16671   2.45442        -1
 -13.59868   0.68649 -12.95390   2.88136   0.55104   0.55967   0.14937   0.03742   0.00980   0.22443   0.32429   0.04000   0.03981   0.04000   2.72792   0.22283        -1
  -9.73431  -3.83030  -8.07835   4.48970   0.59885   0.87554   0.13338   0.03952   0.00634   0.16217   0.31256   0.04000   0.03981   0.04000   3.64930   0.00000        -1
   3.96488   1.44799   2.69150   2.18769   0.79143   0.82543   0.38969   0.05402   0.04489   0.17898   0.32429   0.06084   0.03981   0.04000   7.24059   6.84513        -1
   0.66111   2.91440  -3.59688   3.09627   0.73451   0.74968   0.27816   0.04748   0.02130   0.12382   0.23419   0.04000   0.03981   0.10945   6.39190   0.62183        -1
   3.44128   2.52663 -12.48349   2.90769   0.65442   0.59963   0.17941   0.03851   0.01204   0.22443   0.32429   0.02083   0.03981   0.04000   6.91096   3.33081        -1
  -9.47332   1.08161   2.33100   4.48970   0.59510   0.67334   0.13509   0.04088   0.00835   0.22443   0.32429   0.04000   0.03981   0.04000   6.23419   1.35686        -1
 -11.61024  -5.04101 -17.00530   3.66028   0.54210   0.61854   0.21473   0.03787   0.01418   0.22443   0.32429   0.04000   0.03981   0.04000   1.53540   0.00000        -1
 -19.16875   2.61096  -6.32340   4.38028   0.56787   0.55119   0.22165   0.03554   0.01206   0.22443   0.32429   0.04000   0.03981   0.04000   0.88065   0.10798        -1
   6.07773   4.65262   5.29549   1.91720   0.67003   0.71750   0.24653   0.04502   0.02567   0.22443   0.32429   0.28007   0.02517   0.05854   5.16363   4.85603        -1
  -7.39432   4.14646   7.24915   3.66028   0.70865   0.82153   0.26064   0.05780   0.01971   0.17898   0.31256   0.04000   0.03981   0.12783   6.98981   0.73171        -1
   2.78409   2.80996   1.34727   3.92569   0.71752   0.72630   0.21932   0.04809   0.01474   0.22443   0.32429   0.04072   0.03981   0.04000   7.06322   4.89249        -1
 -12.14135   3.33063   0.92092   4.21921   0.68383   0.67667   0.24675   0.04482   0.01608   0.22443   0.32429   0.04000   0.03981   0.05854   4.08169   2.38551        -1
   3.71468  -2.67807   0.02784   3.38979   0.62544   0.71407   0.22779   0.04609   0.01334   0.16217   0.32429   0.01705   0.03981   0.04000   7.22283   1.14563        -1
