 /features        TATA         INR          YP         DPE      3-mers    4-mers/1    4-mers/2    6-mers/1    6-mers/2          CG (A+C)/(G+T)    TATA-TSS    TATA-INR     INR-TSS     REdens1     REdens2
  -8.97149   2.05064   4.21813   4.48970   0.49753   1.64998   0.13208   0.09002   0.00822   0.12382   0.10249   0.04000   0.03981   0.04000   5.85721   1.46602        -1
   0.54181  -1.05919   1.93230   3.65520   0.60812   0.55704   0.16074   0.03771   0.01082   0.22443   0.32429   0.06084   0.03981   0.04000   3.36704   5.95477        -1
  -8.10689  -0.75855   6.66908   4.65077   0.53362   0.57096   0.22607   0.03255   0.01603   0.22443   0.32429   0.04000   0.03981   0.04000   0.28510   0.37864        -1
  -6.06495  -0.08990 -10.11711   3.01711   0.62677   0.73178   0.26055   0.04746   0.02791   0.22443   0.32429   0.04000   0.03981   0.04000   5.60763   4.58679        -1
  -6.67284   3.03845 -13.16550   2.61595   0.81541   0.82492   0.25130   0.05968   0.02313   0.22443   0.31256   0.04000   0.03981   0.08823   8.67393   4.69903        -1
  -8.15847  -0.53222   3.96575   2.88136   0.48474   0.74556   0.13860   0.03462   0.00664   0.16217   0.23419   0.04000   0.03981   0.04000   2.93606   1.10466        -1
  -7.66290  -2.89631   4.31959   3.55086   0.68481   0.83892   0.16998   0.06964   0.00886   0.22443   0.31256   0.04000   0.03981   0.04000   9.20838   4.29458        -1
  -5.62881   3.39412   1.85035   2.32243   0.53696   0.53628   0.14353   0.03398   0.00913   0.22443   0.31256   0.04000   0.03981   0.11256   5.31091   1.90836        -1
   3.07376   0.63650   1.39903   3.55086   0.59062   0.82385   0.20235   0.03748   0.01237   0.16217   0.32429   0.01776   0.03981   0.04000   1.10774   3.09519        -1
  -8.80420   4.95862   4.16152   4.65077   0.73230   1.61399   0.21717   0.12239   0.01433   0.17898   0.31256   0.04000   0.03981   0.11256   3.15723   0.07933        -1
   0.80292   1.26672   5.69419   2.45311   0.67575   0.82693   0.21104   0.06649   0.01292   0.17898   0.10249   0.01705   0.03981   0.04000   6.17902   1.01445        -1
  -9.51368   0.93981   9.68972   2.77702   0.71271   0.89367   0.24425   0.03235   0.01829   0.21141   0.23419   0.04000   0.03981   0.04000   3.69027   0.71987        -1
   5.20413   4.68027   1.93390   4.48970   0.58018   0.65619   0.19505   0.03399   0.01215   0.16217   0.32429   0.28007   0.07834   0.24830   6.89652   4.18447        -1
  -6.11330   0.83588 -10.81683   3.92569   0.64062   0.70846   0.15086   0.04972   0.00775   0.16217   0.23419   0.04000   0.03981   0.04000   5.30523   4.54156        -1
  -0.02798   3.83999 -16.57360   3.82135   0.69037   0.70980   0.17615   0.03635   0.01035   0.21141   0.31256   0.04000   0.03981   0.12726   3.11556   0.00000        -1
  -1.48727  -0.29937   1.86564   3.82135   0.52321   0.69068   0.13826   0.03540   0.00791   0.22443   0.31256   0.04000   0.03981   0.04000   1.63201   0.96211        -1
  -5.78552   1.94904   6.24985   3.38979   0.59970   0.78199   0.20070   0.06438   0.01068   0.22443   0.32429   0.04000   0.03981   0.04000   5.67108   2.12432        -1
  -7.12439  -1.57480  -1.28403   3.04751   0.59703   0.71811   0.17238   0.03539   0.00966   0.21141   0.23419   0.04000   0.03981   0.04000   4.97111   1.92328        -1
  -8.74596   2.38966  -4.29605   3.15185   0.55126   0.65448   0.18981   0.04168   0.01164   0.22443   0.31256   0.04000   0.03981   0.04000   2.73028   0.48188        -1
  -5.39149   4.20930   1.84081  -7.32556   0.72174   0.84569   0.21913   0.04532   0.01325   0.21141   0.31256   0.04000   0.03981   0.12783   3.81814   0.51764        -1
  -8.79066   3.98363  -5.49146   1.91720   0.73819   0.74351   0.33963   0.05649   0.02256   0.16217   0.23419   0.04000   0.03981   0.24830  10.28226   8.20081        -1
  -2.93547   0.72648  -0.67462   4.65077   0.71296   0.94597   0.15745   0.07251   0.00870   0.22443   0.32429   0.04000   0.03981   0.04000   7.39427   3.80677        -1
 -18.33718   2.05563   0.29694   3.55086   0.68359   0.65712   0.21457   0.04336   0.01336   0.22443   0.32429   0.04000   0.03981   0.04000   4.04310   3.12314        -1
  -7.92836  -3.09025 -18.42257   3.87693   0.53073   0.66128   0.15964   0.03737   0.00891   0.22443   0.32429   0.04000   0.03981   0.04000   1.10917   2.43547        -1
  -7.09927  -6.88752   5.03754   1.91720   0.71796   0.72059   0.16991   0.04700   0.01098   0.16217   0.32429   0.04000   0.03981   0.04000   6.75018   3.46744        -1
   0.96829   2.91770  -3.79197   2.40434   0.72262   0.67584   0.21122   0.03884   0.01315   0.21141   0.32429   0.04000   0.03981   0.11256   5.16789   4.42245        -1
   1.33339   3.46996   1.97198   3.82135   0.55567   0.64267   0.15404   0.02552   0.00889   0.21141   0.23419   0.01705   0.01923   0.24830   3.51930   1.03339        -1
 -20.19359   0.50782  -3.26459   4.21921   0.44888   0.41420   0.14496   0.02186   0.00838   0.22443   0.32429   0.04000   0.03981   0.04000   2.14847   1.33886        -1
 -10.48615   0.18298  -1.34865   4.21921   0.60818   0.60502   0.22682   0.04162   0.01373   0.22443   0.32429   0.04000   0.03981   0.04000   1.34786   1.25148        -1
 -11.19606   2.47981   4.51962   3.17818   0.63868   0.64797   0.19965   0.04250   0.01112   0.16217   0.31256   0.04000   0.03981   0.04000   5.03197   0.21856        -1
  -7.83418   3.99629  -7.61854   3.92569   0.72085   0.66886   0.25025   0.04369   0.01663   0.16217   0.31256   0.04000   0.03981   0.10945   5.29907   0.83992        -1
  -4.08251   3.23839   9.05838  -6.52292   0.61602   1.08435   0.27657   0.08957   0.02900   0.00544   0.10249   0.04000   0.03981   0.10945   3.40350   1.16150        -1
  -0.67811  -2.57243  -8.79802   3.92569   0.56434   0.69253   0.16439   0.04652   0.00894   0.16217   0.32429   0.04000   0.03981   0.04000   4.82998   1.07057        -1
  -5.23709  -1.58978  -4.82559   3.87693   0.46725   0.61032   0.21903   0.04356   0.01671   0.22443   0.32429   0.04000   0.03981   0.04000   7.74094   4.33696        -1
  -1.15740   2.72690  -6.56653   2.90769   0.68152   0.82776   0.35332   0.06667   0.02599   0.06960   0.32429   0.04000   0.03981   0.04000   2.60928   7.02084        -1
 -11.67818   4.57068   2.54806   3.71586   0.58595   0.62987   0.19260   0.03817   0.01239   0.22443   0.32429   0.04000   0.03981   0.11256   2.42363   1.43547        -1
  -7.45228  -5.99324  -4.08110   3.82135   0.84235   0.76687   0.28798   0.05112   0.02452   0.22443   0.32429   0.04000   0.03981   0.04000   5.12053   2.91049        -1
  -2.97803  -2.52366  -1.61619   3.65520   0.54540   0.59102   0.20060   0.03385   0.01122   0.22443   0.32429   0.04000   0.03981   0.04000   0.77291   2.23609        -1
  -8.99207  -2.60469   1.43141   3.09627   0.63843   0.70799   0.20774   0.04108   0.01160   0.22443   0.32429   0.04000   0.03981   0.04000   6.22638   3.30097        -1
  -0.84089   1.60942   5.83846   2.34876   0.68066   0.77315   0.27092   0.05752   0.02236   0.17898   0.32429   0.04000   0.03981   0.04000   4.71395   0.88136        -1
   0.35237   3.89040   2.08365   3.55086   0.66646   0.99453   0.37045   0.06857   0.03945   0.16217   0.31256   0.17448   0.07608   0.24830   9.97040   5.38148        -1
  -0.55090  -0.35541  -3.60932   3.82135   0.63658   0.72069   0.22783   0.04363   0.01342   0.22443   0.23419   0.04000   0.03981   0.04000   9.51646   0.97182        -1
 -31.48344  -0.44236   3.62002   3.44537   0.47701   0.54705   0.15321   0.03324   0.01007   0.16217   0.32429   0.04000   0.03981   0.04000   0.99124   0.76107        -1
  -9.24971   2.99622  -4.15003   4.38028   0.69567   0.80750   0.18040   0.05029   0.00987   0.16217   0.32429   0.04000   0.03981   0.24830   9.08241   8.36751        -1
 -11.03676  -4.19773   7.69568   3.60644   0.46227   1.20262   0.16920   0.07428   0.01164   0.17898   0.23419   0.04000   0.03981   0.04000   2.65048   0.82595        -1
  -0.53693   0.67874  -2.17736   3.38979   0.56693   0.68578   0.18412   0.04710   0.01091   0.22443   0.32429   0.04000   0.03981   0.04000   5.45891   2.49941        -1
   1.00486   3.63253   6.24754   3.09627   0.73755   0.70640   0.26942   0.05705   0.01650   0.22443   0.32429   0.04000   0.03981   0.12726   7.28274   4.96093        -1
 -20.35057   3.00434   5.18379   4.21921   0.54817   0.70199   0.19700   0.04681   0.01251   0.16217   0.31256   0.04000   0.03981   0.12783   3.92896   0.66564        -1
  -9.01498   1.16360   0.20848   3.38979   0.71130   0.72030   0.29900   0.04783   0.02941   0.22443   0.32429   0.04000   0.03981   0.04000   7.15605   1.66138        -1
   0.07252   1.68080 -11.08666   2.90769   0.69350   0.74047   0.21895   0.05118   0.01259   0.22443   0.32429   0.04000   0.03981   0.04000   6.38551   7.74260        -1
 -19.84252   2.47607   2.68365   3.82135   0.53810   0.59740   0.16475   0.04253   0.00964   0.16217   0.32429   0.04000   0.03981   0.04000   1.82003   0.43453        -1
 -19.47082  -1.08440   7.37955  -6.25243   0.52716   0.44645   0.13251   0.02358   0.00761   0.22443   0.32429   0.04000   0.03981   0.04000   2.39498   1.60052        -1
  -9.60485   1.87727  -7.20129   3.66028   0.69133   0.76834   0.17651   0.03737   0.01037   0.16217   0.32429   0.04000   0.03981   0.04000   1.59271   0.86337        -1
 -13.75543   2.17528   3.02493   4.21921   0.53979   0.55606   0.12280   0.02488   0.00637   0.16217   0.31256   0.04000   0.03981   0.04000   1.33886   0.50959        -1
  -7.85464 -10.67608 -14.73795   4.48970   0.58073   0.63274   0.20899   0.03977   0.01317   0.22443   0.32429   0.04000   0.03981   0.04000   3.17097   3.46389        -1
  -7.74539   1.23486  -5.70665   3.38979   0.62596   0.76144   0.12794   0.06020   0.00692   0.22443   0.32429   0.04000   0.03981   0.04000   6.35306   3.25219        -1
  -4.48350  -5.21903  -5.00293   4.48970   0.73024   0.62316   0.17217   0.04665   0.00953   0.22443   0.32429   0.04000   0.03981   0.04000   5.96637   5.81790        -1
 -30.98863   1.19839   6.26301   3.55086   0.43397   0.75844   0.13362   0.05095   0.00700   0.16217   0.32429   0.04000   0.03981   0.04000   2.42813   0.89865        -1
  -1.36329  -4.14574  -7.07818   2.88136   0.70330   0.92276   0.17478   0.05459   0.00936   0.22443   0.31256   0.04000   0.03981   0.04000   3.54985   1.00332        -1
   0.84562   2.15746   1.27097   2.45311   0.66202   0.93157   0.23955   0.06857   0.01385   0.22443   0.32429   0.23745   0.03981   0.04000  10.34691   7.92091        -1
   0.67809  -0.06493 -12.85374   3.66028   0.69956   0.76226   0.19145   0.05546   0.01121   0.16217   0.32429   0.28007   0.03981   0.04000   7.32441   4.44400        -1
 -13.44750  -2.35298  -1.65050   3.71586   0.64784   0.74752   0.17334   0.05017   0.00909   0.16217   0.32429   0.04000   0.03981   0.04000   5.67937   5.04239        -1
  -5.71609   7.08158  -6.31368   3.66028   0.62662   0.75132   0.16987   0.05678   0.01054   0.22443   0.32429   0.04000   0.03981   0.10945   4.87947   3.16410        -1
  -8.97237   3.33378  -4.43344   3.38979   0.67998   0.63423   0.25909   0.03618   0.01810   0.22443   0.32429   0.04000   0.03981   0.24830   2.43500   0.00000        -1
  -9.67005   1.91525   2.71184   3.38979   0.54798   0.64437   0.18379   0.04085   0.00914   0.22443   0.32429   0.04000   0.03981   0.04000   1.02936   1.21833        -1
   2.76308   4.19585  -7.31958   2.61595   0.70726   0.82299   0.35880   0.05688   0.04848   0.21141   0.32429   0.28007   0.06674   0.10945   8.84821   6.88941        -1
   2.31848  -2.83759 -14.45813   3.09627   0.86705   0.71265   0.39834   0.05609   0.03885   0.22443   0.32429   0.04000   0.03981   0.04000   4.59934   4.70613        -1
 -10.22529   0.51627   7.65161   2.18262   0.62204   1.04971   0.16236   0.07109   0.00959   0.12382   0.23419   0.04000   0.03981   0.04000   4.20175   0.73147        -1
 -10.77223  -1.20530  -9.81799   3.55086   0.45636   0.61148   0.15055   0.03647   0.00968   0.22443   0.23419   0.04000   0.03981   0.04000   3.43429   0.63225        -1
  -0.37372   1.96736  -2.00012   3.87693   0.66161   1.18698   0.19446   0.06467   0.01334   0.22443   0.32429   0.04000   0.03981   0.04000   4.34596   3.79801        -1
   2.00350   3.89354  -8.21427   3.17818   0.69000   0.89915   0.21845   0.06750   0.01425   0.21141   0.23419   0.04000   0.03981   0.11256  12.16931   5.55387        -1
 -10.34759  -9.45402   5.98689   3.55086   0.82161   0.69363   0.37033   0.04041   0.03913   0.22443   0.32429   0.04000   0.03981   0.04000   5.16339   5.01610        -1
  -8.68821   0.86700  -6.71487   3.66028   0.51369   1.05605   0.17554   0.05748   0.01098   0.22443   0.32429   0.04000   0.03981   0.04000   4.68482   0.82477        -1
  -4.83367   4.93077   3.29499   1.14336   0.69745   0.62161   0.19046   0.04157   0.01117   0.22443   0.32429   0.04000   0.03981   0.12783   3.89036   3.14681        -1
  -3.11707   0.44305   6.41978   3.55086   0.65458   0.71143   0.23583   0.04905   0.01444   0.22443   0.32429   0.04000   0.03981   0.04000   6.22069   4.33128        -1
  -6.58387  -2.32259 -13.27242   3.38979   0.63065   0.56524   0.20829   0.03562   0.01991   0.22443   0.32429   0.04000   0.03981   0.04000   2.67795   5.60573        -1
 -23.00150   4.47228  -1.36450   3.04751   0.55228   1.18174   0.18181   0.03848   0.01007   0.22443   0.32429   0.04000   0.03981   0.10945   1.84774   0.97159        -1
  -8.75903  -0.42161   2.22087   2.18769   0.68198   0.69421   0.24797   0.04724   0.01800   0.22443   0.32429   0.04000   0.03981   0.04000   4.77291   3.69429        -1
   5.47319   4.44211   0.47489   2.18262   0.67017   0.68220   0.19808   0.04790   0.01328   0.22443   0.32429   0.00616   0.05486   0.08823   5.49609   3.54440        -1
  -0.61040   3.39807   1.99151   2.82578   0.75170   0.71865   0.23933   0.04605   0.01245   0.22443   0.32429   0.04000   0.03981   0.11256   9.15818   3.83282        -1
   2.63349   3.21197 -11.41267   2.77702   0.56374   0.84741   0.13058   0.06650   0.00610   0.22443   0.31256   0.04072   0.04695   0.05854   8.96874   4.46744        -1
   0.54234  -0.61492   7.19132   3.66028   0.68172   0.78145   0.17362   0.04006   0.00989   0.16217   0.32429   0.23745   0.03981   0.04000   3.07696   3.48425        -1
   0.43684   2.11353  -5.07145   3.38979   0.75710   0.74258   0.20694   0.05314   0.01198   0.22443   0.32429   0.17448   0.03981   0.04000   7.52380   4.86597        -1
  -0.31455   3.98395 -15.84383   2.88136   0.78768   0.78030   0.25236   0.05955   0.01526   0.16217   0.32429   0.04000   0.03981   0.12783   6.64030   4.85579        -1
   1.10526   1.42802   5.27834   3.82135   0.67341   0.74407   0.22579   0.05169   0.01639   0.16217   0.32429   0.02249   0.03981   0.04000   6.35378   4.14161        -1
  -8.01361  -1.34947  -0.26734   3.66028   0.52687   0.53737   0.15942   0.02769   0.00789   0.22443   0.32429   0.04000   0.03981   0.04000   3.50154   0.43618        -1
 -15.97107   4.05605   6.41713   3.92569   0.79984   0.69369   0.23503   0.04167   0.01995   0.22443   0.32429   0.04000   0.03981   0.10945   5.57944   0.79422        -1
   4.46758  -0.59710  -4.85027   2.45311   0.74997   0.73504   0.20069   0.05244   0.01172   0.22443   0.32429   0.17448   0.03981   0.04000   7.25835   6.16292        -1
  -7.62257   4.35601  -3.59400   3.82135   0.66619   0.70671   0.27007   0.04590   0.01749   0.16217   0.32429   0.04000   0.03981   0.12726   4.59247   4.80180        -1
 -19.28024  -5.07985   2.04974   3.44537   0.40522   1.45299   0.13505   0.09285   0.01003   0.21141   0.31256   0.04000   0.03981   0.04000   3.68814   1.33247        -1
  -1.23688 -14.30291   5.39270   3.04751   0.50822   0.58148   0.17886   0.03503   0.01103   0.22443   0.32429   0.04000   0.03981   0.04000   1.76628   0.50959        -1
  -9.39215   1.49240   2.42346   3.66028   0.67785   0.74979   0.21701   0.04473   0.01503   0.22443   0.32429   0.04000   0.03981   0.04000   4.57281   0.57613        -1
  -8.23648  -1.44391 -14.82772   2.88136   0.65701   0.63608   0.14838   0.04016   0.00744   0.22443   0.32429   0.04000   0.03981   0.04000   2.98508   3.22662        -1
  -0.03032   3.61264   5.23126   2.90769   0.61347   1.09849   0.20507   0.06255   0.01211   0.17898   0.23419   0.04000   0.03981   0.10945   5.26639   1.30902        -1
  -3.23908   0.51304   4.37967   2.32243   0.60033   0.72447   0.22605   0.04267   0.01750   0.16217   0.31256   0.04000   0.03981   0.04000   5.14729   6.11437        -1
   2.38773   1.44799   1.84957   3.92569   0.82417   0.76330   0.29530   0.06139   0.02090   0.22443   0.32429   0.28007   0.03981   0.04000   8.53658   5.91404        -1
  -8.38476   1.67137   4.00974   2.90769   0.69264   0.62146   0.25226   0.03558   0.01801   0.16217   0.32429   0.04000   0.03981   0.04000   4.84892   4.38551        -1
  -2.18064   0.58490  -5.22580   3.44537   0.59833   0.68305   0.32405   0.04931   0.02347   0.22443   0.32429   0.04000   0.03981   0.04000   3.10916   1.29742        -1
   2.21324   1.44455  -7.04650   4.21921   0.62706   0.73063   0.16182   0.04721   0.00903   0.22443   0.31256   0.08665   0.03981   0.04000   8.97111   7.96756        -1
   2.59569   1.07163  -7.54030   4.65077   0.63769   0.69568   0.18001   0.04315   0.01026   0.22443   0.31256   0.08665   0.03981   0.04000   9.32583   0.70708        -1
  -0.97607   2.97600   3.33468   2.82578   0.76395   0.81014   0.20170   0.06291   0.01160   0.22443   0.31256   0.04000   0.03981   0.05854  11.07435   7.85508        -1
 -10.84728   1.88514  -1.55939   3.66028   0.68143   0.90555   0.20959   0.04214   0.01276   0.21141   0.23419   0.04000   0.03981   0.04000   6.70992   0.00000        -1
  -4.83367  -0.21998  -5.84882   2.18769   0.71782   0.72134   0.22309   0.04895   0.01297   0.22443   0.32429   0.04000   0.03981   0.04000   9.04688   5.76723        -1
 -22.14967   7.30613   9.68972   3.60644   0.63392   1.38616   0.27990   0.12205   0.02852   0.12382   0.23419   0.04000   0.03981   0.12783   3.46483   1.11295        -1
  -9.29340   4.30984  -2.68790   3.15185   0.58081   0.80285   0.20621   0.06070   0.01419   0.16217   0.31256   0.04000   0.03981   0.05854   7.72673   0.20104        -1
   1.04653   2.76333  -1.29860   3.92569   0.68896   0.63178   0.22604   0.03731   0.01335   0.22443   0.32429   0.28007   0.03981   0.04000   6.15818   2.27729        -1
   4.98840  -2.21158   4.39758   3.66028   0.73348   0.79549   0.22785   0.06376   0.01301   0.16217   0.32429   0.01776   0.03981   0.04000   7.68743   5.12787        -1
   0.89935   2.17754   5.81908   3.44537   0.56036   0.64236   0.15088   0.04203   0.00833   0.22443   0.32429   0.02083   0.03981   0.04000   2.99550   2.90860        -1
  -9.01910   2.46960   7.44718   2.61595   0.58443   0.68963   0.22303   0.04269   0.01446   0.21141   0.31256   0.04000   0.03981   0.04000   4.59365   3.32442        -1
  -7.71046   2.15978  -5.85029   3.15185   0.67118   0.64730   0.23014   0.03818   0.01436   0.22443   0.32429   0.04000   0.03981   0.04000   4.28274   2.14705        -1
  -8.68130  -6.63112 -11.53022   3.66028   0.64711   1.13865   0.15866   0.08651   0.00983   0.22443   0.32429   0.04000   0.03981   0.04000   5.49704   4.08477        -1
   3.37551   5.84888 -12.70777   3.92569   0.67645   0.67283   0.27161   0.04536   0.01910   0.22443   0.31256   0.01776   0.07834   0.12726   7.58205   0.86929        -1
  -9.75710  -2.83914   2.99557   3.92569   0.49842   0.56145   0.12942   0.02988   0.00666   0.22443   0.31256   0.04000   0.03981   0.04000   1.41298   2.49941        -1
  -0.09654   0.31436   2.43187   4.65077   0.75071   0.82329   0.17491   0.06038   0.01062   0.16217   0.32429   0.04000   0.03981   0.04000   5.21904   4.02368        -1
  -9.99802   2.11208   3.39324   3.55086   0.54337   0.85564   0.16086   0.03876   0.00976   0.16217   0.31256   0.04000   0.03981   0.04000   3.78238   1.05328        -1
   0.89119   7.30613   5.48621   3.66028   0.76890   0.70718   0.29344   0.05835   0.02624   0.22443   0.32429   0.04000   0.03981   0.11256   6.03860   5.05091        -1
   0.52586  -1.93412   4.31959   2.18769   0.82697   0.78448   0.31775   0.06709   0.02638   0.22443   0.32429   0.02249   0.03981   0.04000   7.99644   4.19015        -1
  -5.71609   3.78391   5.27834   2.34876   0.77385   0.72881   0.21401   0.05285   0.01344   0.22443   0.32429   0.04000   0.03981   0.12726   7.05304   4.93938        -1
   1.13096   1.50063   6.49895   4.38028   0.61035   0.75542   0.22915   0.05098   0.01480   0.16217   0.32429   0.08665   0.03981   0.04000   6.81814   2.52332        -1
  -6.55654  -2.51657  -8.02769   1.41385   0.73949   0.83806   0.29409   0.05983   0.02159   0.22443   0.32429   0.04000   0.03981   0.04000   9.72413   7.74189        -1
  -0.03887   1.97970  -4.75616   2.18769   0.72745   0.65978   0.34258   0.04620   0.02899   0.16217   0.32429   0.04000   0.03981   0.04000   4.75089   4.55151        -1
  -9.34628  -1.05919   3.04648   2.05194   0.62767   0.67436   0.21633   0.04908   0.01367   0.22443   0.32429   0.04000   0.03981   0.04000   4.43500   0.00000        -1
  -4.31555  -3.03486  -3.35295   4.65077   0.64275   0.67106   0.19076   0.04137   0.01216   0.16217   0.32429   0.04000   0.03981   0.04000   4.79872   3.05494        -1
  -2.91642  -2.15630  -1.57497   3.55086   0.57612   0.57538   0.16546   0.03336   0.00925   0.22443   0.32429   0.04000   0.03981   0.04000   6.27563   3.30381        -1
  -8.08168   2.25938  -6.01646   3.92569   0.69142   0.55209   0.23418   0.02912   0.01407   0.22443   0.32429   0.04000   0.03981   0.04000   1.15250   2.75113        -1
   1.17814   2.39563 -10.38244   3.15185   0.79360   0.80565   0.36556   0.05711   0.02986   0.22443   0.31256   0.06084   0.03981   0.04000  11.75444   5.95927        -1
   2.59569   2.75939   2.85783   3.38979   0.69821   0.83373   0.19649   0.06730   0.01376   0.22443   0.32429   0.28007   0.03981   0.04000   8.88941   1.10467        -1
   0.65175   3.31718   1.35641   3.66028   0.65389   0.63755   0.18172   0.03859   0.01119   0.22443   0.32429   0.04000   0.03981   0.12783   3.87426   4.76060        -1
   0.19112   1.25744   5.20104   2.88136   0.74065   1.03513   0.24386   0.06664   0.01844   0.16217   0.32429   0.04000   0.03981   0.04000   3.75586   1.15060        -1
   0.99670  -3.67483  -8.23292   3.82135   0.77423   0.62258   0.24472   0.04143   0.01711   0.22443   0.32429   0.04000   0.03981   0.04000   2.90267   6.11461        -1
  -6.99719   6.43140  -4.55172   2.24327   0.62066   0.88027   0.26279   0.07228   0.01909   0.16217   0.32429   0.04000   0.03981   0.08823   6.16599   0.38433        -1
   3.21506   2.17811   1.13061   2.82578   0.77844   0.63574   0.24695   0.03710   0.01487   0.22443   0.32429   0.01776   0.03981   0.04000   2.19512   4.11650        -1
   3.90966   3.60902  -1.79140   3.55086   0.62717   1.15123   0.15916   0.08580   0.00796   0.22443   0.32429   0.02249   0.07608   0.24830  11.08927   5.54345        -1
  -6.55088   2.32666   2.30686   3.82135   0.70693   0.74682   0.17841   0.04753   0.01241   0.16217   0.32429   0.04000   0.03981   0.04000   5.50509   6.31328        -1
  -8.36913   5.51341  -5.72276   2.34876   0.63749   0.56592   0.29643   0.02613   0.02338   0.22443   0.32429   0.04000   0.03981   0.12783   1.10727   0.55008        -1
   0.56562  -7.18749  -5.63027   3.82135   0.60280   0.79487   0.21231   0.05470   0.01286   0.16217   0.32429   0.04000   0.03981   0.04000   7.06962   3.48946        -1
 -12.32209   0.49244   3.52922   2.88644   0.62367   0.69803   0.19432   0.06334   0.01328   0.22443   0.32429   0.04000   0.03981   0.04000   1.50533   0.97182        -1
   0.60662  -1.23185  -5.27229   3.66028   0.57226   0.67891   0.24302   0.05445   0.01922   0.22443   0.32429   0.03551   0.03981   0.04000   5.90220   3.19086        -1
  -0.44176  -0.85037   2.14127   2.34876   0.55581   0.58372   0.19087   0.03695   0.01099   0.22443   0.32429   0.04000   0.03981   0.04000   2.14089   2.71300        -1
 -18.90166   0.84932  -2.39921   3.66028   0.52972   0.57854   0.15579   0.04017   0.00825   0.22443   0.32429   0.04000   0.03981   0.04000   1.13616   0.83969        -1
  -8.71814   2.95444  -5.76299   3.87693   0.66625   0.78547   0.19299   0.05830   0.01127   0.16217   0.32429   0.04000   0.03981   0.10945   7.24035   0.54085        -1
  -5.53797   2.17811 -11.46863   4.38028   0.59142   0.88477   0.18767   0.05155   0.01006   0.16217   0.10249   0.04000   0.03981   0.04000   8.77741   1.31778        -1
  -3.58101   5.00188 -16.46767   3.65520   0.93419   0.85736   0.37704   0.06213   0.03115   0.17898   0.31256   0.04000   0.03981   0.12783   6.25622   7.64551        -1
  -1.24539  -1.67133 -15.08355   3.66028   0.69120   0.71000   0.17724   0.05260   0.00990   0.22443   0.32429   0.04000   0.03981   0.04000   4.88042   5.44968        -1
   2.96284  -0.94955   2.89906   3.82135   0.70507   0.71872   0.13729   0.04958   0.00726   0.16217   0.31256   0.23745   0.03981   0.04000   3.75302   3.57163        -1
 -11.54674  -3.84008   6.81041   2.74662   0.65010   0.80686   0.28452   0.07735   0.03440   0.22443   0.32429   0.04000   0.03981   0.04000   3.67748   2.64267        -1
  -1.39601   5.43275   2.99366   3.55086   0.68038   1.40407   0.28876   0.31375   0.02174   0.16217   0.32429   0.04000   0.03981   0.10945   2.93251   2.68577        -1
  -3.90474  -6.68783 -18.63934   3.82135   0.68902   0.75513   0.21446   0.05586   0.01247   0.22443   0.32429   0.04000   0.03981   0.04000   8.06678   3.96188        -1
  -8.53364 -10.53938   1.02830   4.38028   0.56509   0.75258   0.30520   0.05112   0.01913   0.16217   0.32429   0.04000   0.03981   0.04000   4.92754   6.00734        -1
  -8.49617   0.18579  -1.55112   3.44537   0.51412   0.81925   0.17436   0.04720   0.01052   0.22443   0.32429   0.04000   0.03981   0.04000   7.71774   0.74402        -1
   0.44537   1.58220   3.37115   4.38028   0.63116   0.72135   0.23832   0.05282   0.01284   0.16217   0.32429   0.08665   0.03981   0.04000   5.33459   5.01989        -1
  -7.28994 -10.32514  -5.81573   3.71586   0.73392   0.60768   0.20949   0.03909   0.01018   0.22443   0.32429   0.04000   0.03981   0.04000   1.27137   4.19015        -1
  -7.13302   2.70547  -4.16424   3.04751   0.65016   0.69639   0.21853   0.04569   0.01392   0.16217   0.32429   0.04000   0.03981   0.04000   2.46128   4.98224        -1
   3.63125   0.46883   0.16801   2.90769   0.64988   0.72175   0.23096   0.04956   0.01461   0.16217   0.32429   0.03551   0.03981   0.04000   4.59721   5.80914        -1
  -0.32820   0.02334  -7.06116   3.55086   0.73773   0.64084   0.27010   0.03768   0.03588   0.22443   0.31256   0.04000   0.03981   0.04000   5.47975   3.53161        -1
  -8.05296  -2.09645  -6.54504   4.48970   0.43312   0.52698   0.11403   0.02820   0.00560   0.22443   0.32429   0.04000   0.03981   0.04000   1.80298   0.87213        -1
 -14.60027  -0.62470  -4.40784  -6.10822   0.49909   0.45269   0.10465   0.02289   0.00540   0.22443   0.32429   0.04000   0.03981   0.04000   0.73597   0.77907        -1
  -6.96012   2.25716   6.95310   2.18769   0.72078   1.12470   0.28679   0.07053   0.01897   0.22443   0.32429   0.04000   0.03981   0.04000   6.78001   5.04215        -1
  -8.30937   2.60425   3.85217   3.87693   0.61835   0.67558   0.24337   0.04371   0.01652   0.21141   0.32429   0.04000   0.03981   0.04000   5.40469   3.10111        -1
   2.89366   0.95123   1.29133   1.41385   0.59967   0.89426   0.19685   0.04834   0.01158   0.16217   0.32429   0.28007   0.03981   0.04000   7.49017   7.47005        -1
   2.74190  -6.17176   5.58401   2.34876   0.64540   0.82027   0.31411   0.06209   0.03084   0.21141   0.31256   0.04000   0.03981   0.04000   8.21620   5.62799        -1
   0.04559   1.35795  -2.51464   3.65520   0.71817   0.74778   0.21461   0.05419   0.01250   0.22443   0.32429   0.04000   0.03981   0.04000   3.44471   3.70590        -1
